Hierarchy,Title,Project,Releases,Team,Assignee,Sprint,Target start date,Target end date,Due date,Story points,Parent,Priority,Labels,Components,Issue key,Issue status,Progress (%),Progress completed (sp),Progress remaining (sp),Progress (%) issue count (IC),To do IC,In progress IC,Done IC,Total IC,RAG
Story,[Beta Squad] Sample work item 1148,Perception & Parking SW Group,,Beta Squad,user5,PMD_25PI4_Sprint3 [COMPLETED] + Sprint4 [COMPLETED],30/Nov/25,14/Dec/25,,13,,Could (3),frontend,Beta Squad,AIOP-1148,Done,100,13,0,100,0,0,1,1,Red
Story,[Beta Squad] Sample work item 1152,Perception & Parking SW Group,,Beta Squad,user8,PMD_25PI4_Sprint3 [ACTIVE],10/Dec/25,21/Dec/25,,5,,Must (1),frontend,Beta Squad,AIOP-1152,Review,15,,5,20,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1153,Perception & Parking SW Group,,Beta Squad,user4,PMD_25PI4_Sprint3 [ACTIVE],6/Dec/25,25/Dec/25,,2,,Won't (4),infra,Beta Squad,AIOP-1153,Implementing,11,,2,12,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1154,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint3 [ACTIVE],10/Dec/25,27/Dec/25,,1,,Must (1),backend,Beta Squad,AIOP-1154,To Do,13,,1,40,1,0,0,1,
Story,[Beta Squad] Sample work item 1155,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint4 [COMPLETED] + Sprint5 [COMPLETED],9/Dec/25,25/Dec/25,,2,,Won't (4),tech-debt,Beta Squad,AIOP-1155,Done,100,2,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1156,Perception & Parking SW Group,,Beta Squad,user4,PMD_25PI4_Sprint4 [COMPLETED] + Sprint5 [COMPLETED],15/Dec/25,30/Dec/25,,3,,Won't (4),backend,Beta Squad,AIOP-1156,Done,100,3,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1157,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint4 [ACTIVE],14/Dec/25,27/Dec/25,,,,Must (1),backend,Beta Squad,AIOP-1157,Blocked,75,,,8,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1158,Perception & Parking SW Group,,Beta Squad,user3,PMD_25PI4_Sprint4 [COMPLETED] + Sprint5 [COMPLETED],24/Dec/25,7/Jan/26,,5,,Could (3),ml,Beta Squad,AIOP-1158,Done,100,5,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1159,Perception & Parking SW Group,,Beta Squad,user3,PMD_25PI4_Sprint4 [COMPLETED] + Sprint5 [COMPLETED] + Sprint6 [COMPLETED],20/Dec/25,8/Jan/26,,1,,Won't (4),frontend,Beta Squad,AIOP-1159,Done,100,1,0,100,0,0,1,1,Green
Story,[Beta Squad] Sample work item 1160,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint4 [ACTIVE],20/Dec/25,8/Jan/26,,8,,Could (3),frontend,Beta Squad,AIOP-1160,Review,73,,8,80,1,1,0,1,
Story,[Beta Squad] Sample work item 1161,Perception & Parking SW Group,,Beta Squad,user1,PMD_25PI4_Sprint5 [COMPLETED] + Sprint6 [COMPLETED],26/Dec/25,6/Jan/26,,8,,Won't (4),data-pipeline,Beta Squad,AIOP-1161,Done,100,8,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1162,Perception & Parking SW Group,,Beta Squad,user8,PMD_25PI4_Sprint5 [ACTIVE],24/Dec/25,14/Jan/26,,3,,Could (3),data-pipeline,Beta Squad,AIOP-1162,Review,39,,3,41,1,1,0,1,
Story,[Beta Squad] Sample work item 1163,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint5 [COMPLETED] + Sprint6 [COMPLETED],29/Dec/25,13/Jan/26,,3,,Must (1),ml,Beta Squad,AIOP-1163,Done,100,3,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1165,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint5 [COMPLETED],2/Jan/26,23/Jan/26,,5,,Could (3),backend,Beta Squad,AIOP-1165,Done,100,5,0,100,0,0,1,1,Amber
Story,[Beta Squad] Sample work item 1166,Perception & Parking SW Group,,Beta Squad,user1,PMD_25PI4_Sprint6 [COMPLETED] + Sprint7 [COMPLETED],12/Jan/26,1/Feb/26,,5,,Should (2),infra,Beta Squad,AIOP-1166,Done,100,5,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1167,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint6 [ACTIVE],11/Jan/26,29/Jan/26,,8,,Should (2),backend,Beta Squad,AIOP-1167,Review,15,,8,1,1,1,0,1,
Story,[Beta Squad] Sample work item 1168,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint6 [COMPLETED] + Sprint7 [COMPLETED] + Sprint8 [COMPLETED],20/Jan/26,9/Feb/26,,5,,Must (1),data-pipeline,Beta Squad,AIOP-1168,Done,100,5,0,100,0,0,1,1,Amber
Story,[Beta Squad] Sample work item 1170,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint6 [ACTIVE],19/Jan/26,31/Jan/26,,5,,Could (3),infra,Beta Squad,AIOP-1170,To Do,61,,5,69,1,0,0,1,Green
Story,[Beta Squad] Sample work item 1171,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint6 [COMPLETED] + Sprint7 [COMPLETED],16/Jan/26,2/Feb/26,,5,,Should (2),infra,Beta Squad,AIOP-1171,Done,100,5,0,100,0,0,1,1,Red
Story,[Beta Squad] Sample work item 1173,Perception & Parking SW Group,,Beta Squad,user1,PMD_25PI4_Sprint7 [ACTIVE],30/Jan/26,15/Feb/26,,5,,Could (3),data-pipeline,Beta Squad,AIOP-1173,Funnel,78,,5,25,1,0,0,1,Green
Story,[Beta Squad] Sample work item 1174,Perception & Parking SW Group,,Beta Squad,user6,PMD_25PI4_Sprint7 [COMPLETED],2/Feb/26,14/Feb/26,,5,,Should (2),,Beta Squad,AIOP-1174,Done,100,5,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1175,Perception & Parking SW Group,,Beta Squad,user1,PMD_25PI4_Sprint7 [COMPLETED] + Sprint8 [COMPLETED],1/Feb/26,13/Feb/26,,8,,Won't (4),data-pipeline,Beta Squad,AIOP-1175,Done,100,8,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1177,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint8 [COMPLETED] + Sprint9 [COMPLETED] + Sprint10 [COMPLETED],9/Feb/26,27/Feb/26,,3,,Must (1),backend,Beta Squad,AIOP-1177,Done,100,3,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1180,Perception & Parking SW Group,,Beta Squad,user5,PMD_25PI4_Sprint8 [ACTIVE],2/Feb/26,19/Feb/26,,,,Won't (4),tech-debt,Beta Squad,AIOP-1180,Blocked,25,,,12,1,1,0,1,
Story,[Beta Squad] Sample work item 1181,Perception & Parking SW Group,,Beta Squad,user8,PMD_25PI4_Sprint8 [COMPLETED] + Sprint9 [COMPLETED],18/Feb/26,8/Mar/26,,3,,Could (3),tech-debt,Beta Squad,AIOP-1181,Done,100,3,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1183,Perception & Parking SW Group,,Beta Squad,user3,PMD_25PI4_Sprint8 [ACTIVE],17/Feb/26,8/Mar/26,,5,,Should (2),frontend,Beta Squad,AIOP-1183,Blocked,24,,5,16,1,1,0,1,
Story,[Beta Squad] Sample work item 1184,Perception & Parking SW Group,,Beta Squad,user1,PMD_25PI4_Sprint9 [COMPLETED] + Sprint10 [COMPLETED],19/Feb/26,4/Mar/26,,2,,Won't (4),,Beta Squad,AIOP-1184,Done,100,2,0,100,0,0,1,1,Amber
Story,[Beta Squad] Sample work item 1185,Perception & Parking SW Group,,Beta Squad,user8,PMD_25PI4_Sprint9 [COMPLETED] + Sprint10 [COMPLETED],17/Feb/26,25/Feb/26,,8,,Must (1),data-pipeline,Beta Squad,AIOP-1185,Done,100,8,0,100,0,0,1,1,Green
Story,[Beta Squad] Sample work item 1187,Perception & Parking SW Group,,Beta Squad,user4,PMD_25PI4_Sprint9 [ACTIVE],18/Feb/26,5/Mar/26,,13,,Won't (4),ml,Beta Squad,AIOP-1187,Review,27,,13,52,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1189,Perception & Parking SW Group,,Beta Squad,user6,PMD_25PI4_Sprint9 [COMPLETED] + Sprint10 [COMPLETED],26/Feb/26,12/Mar/26,,13,,Could (3),infra,Beta Squad,AIOP-1189,Done,100,13,0,100,0,0,1,1,Amber
Story,[Beta Squad] Sample work item 1190,Perception & Parking SW Group,,Beta Squad,user8,PMD_25PI4_Sprint9 [COMPLETED] + Sprint10 [COMPLETED],4/Mar/26,25/Mar/26,,5,,Should (2),,Beta Squad,AIOP-1190,Done,100,5,0,100,0,0,1,1,Green
Story,[Beta Squad] Sample work item 1191,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint9 [ACTIVE],2/Mar/26,12/Mar/26,,8,,Must (1),tech-debt,Beta Squad,AIOP-1191,Review,0,,8,65,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1192,Perception & Parking SW Group,,Beta Squad,user1,PMD_25PI4_Sprint9 [ACTIVE],28/Feb/26,17/Mar/26,,5,,Won't (4),backend,Beta Squad,AIOP-1192,Review,40,,5,17,1,1,0,1,
Story,[Beta Squad] Sample work item 1193,Perception & Parking SW Group,,Beta Squad,user6,PMD_25PI4_Sprint9 [ACTIVE],26/Feb/26,17/Mar/26,,5,,Could (3),backend,Beta Squad,AIOP-1193,Blocked,21,,5,71,1,1,0,1,Amber
Story,[Beta Squad] Sample work item 1194,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint10 [COMPLETED] + Sprint11 [COMPLETED],9/Mar/26,23/Mar/26,,3,,Won't (4),frontend,Beta Squad,AIOP-1194,Done,100,3,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1196,Perception & Parking SW Group,,Beta Squad,user3,PMD_25PI4_Sprint10 [ACTIVE],10/Mar/26,26/Mar/26,,3,,Won't (4),ml,Beta Squad,AIOP-1196,Implementing,11,,3,16,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1197,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint10 [COMPLETED] + Sprint11 [COMPLETED],16/Mar/26,1/Apr/26,,,,Won't (4),infra,Beta Squad,AIOP-1197,Done,100,,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1198,Perception & Parking SW Group,,Beta Squad,user4,PMD_25PI4_Sprint10 [ACTIVE],11/Mar/26,2/Apr/26,,5,,Should (2),infra,Beta Squad,AIOP-1198,In Progress,51,,5,2,1,1,0,1,
Story,[Beta Squad] Sample work item 1199,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint11 [COMPLETED] + Sprint12 [COMPLETED],23/Mar/26,9/Apr/26,,1,,Could (3),,Beta Squad,AIOP-1199,Done,100,1,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1201,Perception & Parking SW Group,,Beta Squad,user8,PMD_25PI4_Sprint11 [COMPLETED] + Sprint12 [COMPLETED],25/Mar/26,13/Apr/26,,5,,Could (3),frontend,Beta Squad,AIOP-1201,Done,100,5,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1204,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint11 [ACTIVE],24/Mar/26,8/Apr/26,,,,Should (2),infra,Beta Squad,AIOP-1204,Blocked,14,,,16,1,1,0,1,Amber
Story,[Beta Squad] Sample work item 1206,Perception & Parking SW Group,,Beta Squad,user4,PMD_25PI4_Sprint12 [COMPLETED] + Sprint13 [COMPLETED],6/Apr/26,19/Apr/26,,3,,Won't (4),tech-debt,Beta Squad,AIOP-1206,Done,100,3,0,100,0,0,1,1,
Story,[Beta Squad] Sample work item 1207,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint12 [ACTIVE],4/Apr/26,20/Apr/26,,,,Won't (4),tech-debt,Beta Squad,AIOP-1207,Blocked,30,,,10,1,1,0,1,
Story,[Beta Squad] Sample work item 1208,Perception & Parking SW Group,,Beta Squad,user5,PMD_25PI4_Sprint12 [ACTIVE],9/Apr/26,24/Apr/26,,8,,Should (2),ml,Beta Squad,AIOP-1208,Blocked,58,,8,43,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1209,Perception & Parking SW Group,,Beta Squad,user6,PMD_25PI4_Sprint12 [ACTIVE],1/Apr/26,14/Apr/26,,5,,Must (1),data-pipeline,Beta Squad,AIOP-1209,To Do,5,,5,21,1,0,0,1,Green
Story,[Beta Squad] Sample work item 1211,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint12 [ACTIVE],14/Apr/26,29/Apr/26,,1,,Won't (4),ml,Beta Squad,AIOP-1211,To Do,76,,1,77,1,0,0,1,Amber
Story,[Beta Squad] Sample work item 1212,Perception & Parking SW Group,,Beta Squad,user6,PMD_25PI4_Sprint12 [ACTIVE],13/Apr/26,27/Apr/26,,5,,Should (2),infra,Beta Squad,AIOP-1212,Funnel,25,,5,26,1,0,0,1,Amber
Story,[Beta Squad] Sample work item 1213,Perception & Parking SW Group,,Beta Squad,user5,PMD_25PI4_Sprint12 [ACTIVE],9/Apr/26,24/Apr/26,,8,,Won't (4),tech-debt,Beta Squad,AIOP-1213,Implementing,1,,8,66,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1214,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint12 [ACTIVE],11/Apr/26,1/May/26,,3,,Should (2),tech-debt,Beta Squad,AIOP-1214,Implementing,71,,3,49,1,1,0,1,Amber
Story,[Beta Squad] Sample work item 1216,Perception & Parking SW Group,,Beta Squad,user5,PMD_25PI4_Sprint13 [ACTIVE],22/Apr/26,4/May/26,,5,,Must (1),infra,Beta Squad,AIOP-1216,Funnel,42,,5,59,1,0,0,1,
Story,[Beta Squad] Sample work item 1217,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint13 [ACTIVE],18/Apr/26,5/May/26,,5,,Should (2),tech-debt,Beta Squad,AIOP-1217,Blocked,53,,5,69,1,1,0,1,Red
Story,[Beta Squad] Sample work item 1218,Perception & Parking SW Group,,Beta Squad,user4,PMD_25PI4_Sprint13 [ACTIVE],15/Apr/26,24/Apr/26,,3,,Must (1),infra,Beta Squad,AIOP-1218,Funnel,41,,3,48,1,0,0,1,Green
Story,[Beta Squad] Sample work item 1219,Perception & Parking SW Group,,Beta Squad,user1,PMD_25PI4_Sprint13 [ACTIVE],19/Apr/26,8/May/26,,13,,Must (1),data-pipeline,Beta Squad,AIOP-1219,Blocked,26,,13,80,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1220,Perception & Parking SW Group,,Beta Squad,user5,PMD_25PI4_Sprint13 [ACTIVE],30/Apr/26,8/May/26,,8,,Must (1),backend,Beta Squad,AIOP-1220,Blocked,73,,8,29,1,1,0,1,
Story,[Beta Squad] Sample work item 1221,Perception & Parking SW Group,,Beta Squad,user5,PMD_25PI4_Sprint13 [ACTIVE],29/Apr/26,15/May/26,,8,,Must (1),backend,Beta Squad,AIOP-1221,Funnel,36,,8,56,1,0,0,1,
Story,[Beta Squad] Sample work item 1222,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint13 [ACTIVE],27/Apr/26,15/May/26,,2,,Must (1),tech-debt,Beta Squad,AIOP-1222,To Do,39,,2,26,1,0,0,1,Green
Story,[Beta Squad] Sample work item 1223,Perception & Parking SW Group,,Beta Squad,user2,PMD_25PI4_Sprint13 [ACTIVE],22/Apr/26,6/May/26,,3,,Could (3),,Beta Squad,AIOP-1223,Implementing,8,,3,32,1,1,0,1,Green
Story,[Beta Squad] Sample work item 1224,Perception & Parking SW Group,,Beta Squad,user7,PMD_25PI4_Sprint13 [ACTIVE],26/Apr/26,10/May/26,,3,,Should (2),frontend,Beta Squad,AIOP-1224,Review,0,,3,40,1,1,0,1,Amber
Story,[Gamma Squad] Sample work item 1225,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint1 [ACTIVE],1/Nov/25,17/Nov/25,,5,,Should (2),ml,Gamma Squad,AIOP-1225,Review,33,,5,80,1,1,0,1,Amber
Story,[Gamma Squad] Sample work item 1226,Perception & Parking SW Group,,Gamma Squad,user4,PMD_25PI4_Sprint1 [COMPLETED] + Sprint2 [COMPLETED],1/Nov/25,16/Nov/25,,3,,Could (3),data-pipeline,Gamma Squad,AIOP-1226,Done,100,3,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1227,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint1 [COMPLETED],5/Nov/25,18/Nov/25,,,,Could (3),,Gamma Squad,AIOP-1227,Done,100,,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1228,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint1 [COMPLETED] + Sprint2 [COMPLETED],2/Nov/25,21/Nov/25,,3,,Should (2),,Gamma Squad,AIOP-1228,Done,100,3,0,100,0,0,1,1,Amber
Story,[Gamma Squad] Sample work item 1229,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint1 [ACTIVE],30/Oct/25,13/Nov/25,,,,Should (2),ml,Gamma Squad,AIOP-1229,In Progress,29,,,9,1,1,0,1,Amber
Story,[Gamma Squad] Sample work item 1230,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint1 [ACTIVE],29/Oct/25,11/Nov/25,,2,,Won't (4),,Gamma Squad,AIOP-1230,Review,2,,2,31,1,1,0,1,
Story,[Gamma Squad] Sample work item 1234,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint1 [COMPLETED] + Sprint2 [COMPLETED],8/Nov/25,22/Nov/25,,1,,Won't (4),,Gamma Squad,AIOP-1234,Done,100,1,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1236,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint1 [ACTIVE],4/Nov/25,18/Nov/25,,5,,Won't (4),infra,Gamma Squad,AIOP-1236,Implementing,26,,5,52,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1238,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint2 [ACTIVE],22/Nov/25,5/Dec/25,,,,Must (1),ml,Gamma Squad,AIOP-1238,Blocked,49,,,51,1,1,0,1,
Story,[Gamma Squad] Sample work item 1240,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint2 [ACTIVE],18/Nov/25,29/Nov/25,,3,,Must (1),backend,Gamma Squad,AIOP-1240,Blocked,70,,3,36,1,1,0,1,
Story,[Gamma Squad] Sample work item 1241,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint2 [ACTIVE],24/Nov/25,9/Dec/25,,5,,Could (3),frontend,Gamma Squad,AIOP-1241,Blocked,68,,5,73,1,1,0,1,
Story,[Gamma Squad] Sample work item 1243,Perception & Parking SW Group,,Gamma Squad,user6,PMD_25PI4_Sprint2 [ACTIVE],23/Nov/25,10/Dec/25,,13,,Should (2),tech-debt,Gamma Squad,AIOP-1243,To Do,73,,13,34,1,0,0,1,
Story,[Gamma Squad] Sample work item 1244,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint3 [COMPLETED] + Sprint4 [COMPLETED],25/Nov/25,3/Dec/25,,3,,Won't (4),frontend,Gamma Squad,AIOP-1244,Done,100,3,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1245,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint3 [ACTIVE],27/Nov/25,6/Dec/25,,2,,Could (3),ml,Gamma Squad,AIOP-1245,To Do,50,,2,22,1,0,0,1,
Story,[Gamma Squad] Sample work item 1246,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint3 [COMPLETED] + Sprint4 [COMPLETED],26/Nov/25,10/Dec/25,,3,,Won't (4),backend,Gamma Squad,AIOP-1246,Done,100,3,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1247,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint3 [COMPLETED],27/Nov/25,12/Dec/25,,3,,Won't (4),tech-debt,Gamma Squad,AIOP-1247,Done,100,3,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1248,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint3 [COMPLETED] + Sprint4 [COMPLETED],30/Nov/25,10/Dec/25,,8,,Won't (4),infra,Gamma Squad,AIOP-1248,Done,100,8,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1249,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint3 [COMPLETED] + Sprint4 [COMPLETED],8/Dec/25,25/Dec/25,,1,,Won't (4),infra,Gamma Squad,AIOP-1249,Done,100,1,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1252,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint3 [COMPLETED] + Sprint4 [COMPLETED],5/Dec/25,17/Dec/25,,,,Won't (4),infra,Gamma Squad,AIOP-1252,Done,100,,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1253,Perception & Parking SW Group,,Gamma Squad,user6,PMD_25PI4_Sprint3 [ACTIVE],6/Dec/25,25/Dec/25,,3,,Won't (4),ml,Gamma Squad,AIOP-1253,In Progress,59,,3,69,1,1,0,1,Amber
Story,[Gamma Squad] Sample work item 1255,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint4 [COMPLETED],8/Dec/25,25/Dec/25,,8,,Could (3),,Gamma Squad,AIOP-1255,Done,100,8,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1256,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint4 [COMPLETED] + Sprint5 [COMPLETED],11/Dec/25,22/Dec/25,,8,,Won't (4),tech-debt,Gamma Squad,AIOP-1256,Done,100,8,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1257,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint4 [COMPLETED],13/Dec/25,22/Dec/25,,5,,Should (2),data-pipeline,Gamma Squad,AIOP-1257,Done,100,5,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1261,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint4 [ACTIVE],18/Dec/25,28/Dec/25,,13,,Won't (4),backend,Gamma Squad,AIOP-1261,Implementing,76,,13,19,1,1,0,1,
Story,[Gamma Squad] Sample work item 1262,Perception & Parking SW Group,,Gamma Squad,user6,PMD_25PI4_Sprint4 [COMPLETED] + Sprint5 [COMPLETED],21/Dec/25,6/Jan/26,,,,Won't (4),infra,Gamma Squad,AIOP-1262,Done,100,,0,100,0,0,1,1,Red
Story,[Gamma Squad] Sample work item 1263,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint4 [ACTIVE],17/Dec/25,2/Jan/26,,8,,Could (3),ml,Gamma Squad,AIOP-1263,Review,76,,8,70,1,1,0,1,
Story,[Gamma Squad] Sample work item 1264,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint4 [COMPLETED] + Sprint5 [COMPLETED],25/Dec/25,11/Jan/26,,5,,Should (2),tech-debt,Gamma Squad,AIOP-1264,Done,100,5,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1265,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint5 [ACTIVE],30/Dec/25,12/Jan/26,,2,,Won't (4),tech-debt,Gamma Squad,AIOP-1265,Blocked,67,,2,79,1,1,0,1,
Story,[Gamma Squad] Sample work item 1267,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint5 [ACTIVE],26/Dec/25,8/Jan/26,,3,,Won't (4),,Gamma Squad,AIOP-1267,In Progress,13,,3,73,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1269,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint5 [ACTIVE],8/Jan/26,27/Jan/26,,3,,Must (1),data-pipeline,Gamma Squad,AIOP-1269,Blocked,38,,3,28,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1270,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint5 [ACTIVE],4/Jan/26,17/Jan/26,,5,,Must (1),data-pipeline,Gamma Squad,AIOP-1270,Funnel,73,,5,51,1,0,0,1,
Story,[Gamma Squad] Sample work item 1271,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint5 [ACTIVE],6/Jan/26,23/Jan/26,,,,Won't (4),,Gamma Squad,AIOP-1271,Blocked,15,,,29,1,1,0,1,Amber
Story,[Gamma Squad] Sample work item 1272,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint6 [ACTIVE],10/Jan/26,30/Jan/26,,1,,Should (2),data-pipeline,Gamma Squad,AIOP-1272,Blocked,55,,1,37,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1273,Perception & Parking SW Group,,Gamma Squad,user4,PMD_25PI4_Sprint6 [COMPLETED],11/Jan/26,22/Jan/26,,5,,Should (2),backend,Gamma Squad,AIOP-1273,Done,100,5,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1275,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint6 [COMPLETED] + Sprint7 [COMPLETED],12/Jan/26,31/Jan/26,,3,,Could (3),,Gamma Squad,AIOP-1275,Done,100,3,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1276,Perception & Parking SW Group,,Gamma Squad,user4,PMD_25PI4_Sprint6 [ACTIVE],10/Jan/26,18/Jan/26,,8,,Could (3),data-pipeline,Gamma Squad,AIOP-1276,Blocked,6,,8,59,1,1,0,1,
Story,[Gamma Squad] Sample work item 1277,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint6 [COMPLETED] + Sprint7 [COMPLETED],20/Jan/26,4/Feb/26,,3,,Must (1),ml,Gamma Squad,AIOP-1277,Done,100,3,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1279,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint6 [ACTIVE],16/Jan/26,25/Jan/26,,3,,Could (3),infra,Gamma Squad,AIOP-1279,In Progress,57,,3,69,1,1,0,1,
Story,[Gamma Squad] Sample work item 1280,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint6 [ACTIVE],18/Jan/26,3/Feb/26,,,,Should (2),tech-debt,Gamma Squad,AIOP-1280,Implementing,40,,,18,1,1,0,1,
Story,[Gamma Squad] Sample work item 1281,Perception & Parking SW Group,,Gamma Squad,user4,PMD_25PI4_Sprint7 [ACTIVE],25/Jan/26,1/Feb/26,,2,,Must (1),infra,Gamma Squad,AIOP-1281,Funnel,45,,2,10,1,0,0,1,Green
Story,[Gamma Squad] Sample work item 1282,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint7 [ACTIVE],23/Jan/26,6/Feb/26,,2,,Should (2),infra,Gamma Squad,AIOP-1282,Blocked,25,,2,26,1,1,0,1,
Story,[Gamma Squad] Sample work item 1283,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint7 [COMPLETED] + Sprint8 [COMPLETED],29/Jan/26,7/Feb/26,,5,,Should (2),frontend,Gamma Squad,AIOP-1283,Done,100,5,0,100,0,0,1,1,Amber
